date,lat_bin,long_bin,mmsi,fishing_hours
2012-01-03 00:00:00,-38,0,432444000,1.5556944444444445
2012-01-03 00:00:00,-38,-5,432444000,0.8791666666666664
2012-01-03 00:00:00,-38,-6,432444000,0.14777777777777776
2012-01-03 00:00:00,-38,411,258051000,1.482361111111111
2012-01-03 00:00:00,-37,0,432444000,2.1711111111111108
2012-01-03 00:00:00,-37,410,258051000,0.9759722222222222
2012-01-03 00:00:00,-37,411,258051000,0.8948611111111111
2012-01-03 00:00:00,-34,-1752,224680000,0.9498611111111108
2012-01-03 00:00:00,-34,-1751,224680000,0.8623611111111111
2012-01-03 00:00:00,-545,-551,740369000,1.552638888888889
2012-01-03 00:00:00,-545,-552,740369000,9.980416666666668
2012-01-03 00:00:00,-33,-1751,224680000,2.860833333333333
2012-01-03 00:00:00,-33,-1752,224680000,3.4777777777777783
2012-01-03 00:00:00,-32,0,432444000,6.365416666666667
2012-01-03 00:00:00,-32,1769,441680000,1.8802777777777777
2012-01-03 00:00:00,-32,1771,441680000,0.88625
2012-01-03 00:00:00,-32,1768,441680000,1.82375
2012-01-03 00:00:00,-32,1770,441680000,1.7708333333333333
2012-01-03 00:00:00,-32,1767,441680000,1.835416666666666
2012-01-03 00:00:00,-31,1765,441680000,1.7834722222222221
2012-01-03 00:00:00,-31,1766,441680000,1.8745833333333333
2012-01-03 00:00:00,-31,1767,441680000,1.7862499999999992
2012-01-03 00:00:00,-31,1764,441680000,1.0416666666666667
2012-01-03 00:00:00,-30,-1707,441062000,1.3752777777777778
2012-01-03 00:00:00,-30,-1706,441062000,1.701111111111111
2012-01-03 00:00:00,-22,-1539,440654000,1.8558333333333328
2012-01-03 00:00:00,-22,-1532,440654000,0.8651388888888888
2012-01-03 00:00:00,-22,-1536,440654000,1.7016666666666667
2012-01-03 00:00:00,-22,-1535,440654000,1.827499999999999
2012-01-03 00:00:00,-22,-1537,440654000,1.9595833333333326
2012-01-03 00:00:00,-22,-1538,440654000,1.8595833333333331
2012-01-03 00:00:00,-22,-1541,440654000,1.7987499999999996
2012-01-03 00:00:00,-22,-1540,440654000,2.715
2012-01-03 00:00:00,-22,-1533,440654000,1.8306944444444442
2012-01-03 00:00:00,-22,-1531,440654000,0.9612499999999999
2012-01-03 00:00:00,-22,-1534,440654000,1.8291666666666657
2012-01-03 00:00:00,-19,-1545,440669000,2.750277777777778
2012-01-03 00:00:00,-19,-1541,440669000,2.3502777777777775
2012-01-03 00:00:00,-19,-1540,440669000,1.8248611111111113
2012-01-03 00:00:00,-19,-1544,440669000,1.6754166666666666
2012-01-03 00:00:00,-19,-1539,440669000,1.8498611111111112
2012-01-03 00:00:00,-19,-1543,440669000,1.874861111111111
2012-01-03 00:00:00,-19,-1538,440669000,1.3248611111111113
2012-01-03 00:00:00,-19,-1542,440669000,1.8247222222222224
2012-01-03 00:00:00,-17,1773,440900000,1.791805555555555
2012-01-03 00:00:00,-17,1770,440900000,2.7845833333333334
2012-01-03 00:00:00,-17,1771,440900000,1.833333333333333
2012-01-03 00:00:00,-17,1774,440900000,1.8583333333333327
2012-01-03 00:00:00,-17,1772,440900000,1.859583333333333
2012-01-03 00:00:00,-17,1775,440900000,0.8236111111111111
2012-01-03 00:00:00,240,-162,242926000,1.762638888888889
2012-01-03 00:00:00,240,-161,242926000,4.570972222222222
2012-01-03 00:00:00,-16,1779,440772000,1.805
2012-01-03 00:00:00,-16,1777,440772000,2.2418055555555547
2012-01-03 00:00:00,-16,1778,440772000,2.7393055555555557
2012-01-03 00:00:00,241,-161,242926000,0.8931944444444445
2012-01-03 00:00:00,241,-162,242926000,9.00263888888889
2012-01-03 00:00:00,241,-161,265485000,3.726388888888889
2012-01-03 00:00:00,-15,1777,440772000,0.8722222222222222
2012-01-03 00:00:00,-15,1776,440772000,1.8306944444444437
2012-01-03 00:00:00,-14,1781,440772000,1.8876388888888889
